YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,ResponseID,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
2016,2016,TX,Texas,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,48,MTH,MTH1_0,MEAN,RACE,MRC,,,,
2011,2011,MO,Missouri,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.6,4.6,,,4.2,5.1,Gender,Female,,,,,,29,MTH,MTH1_0,MEAN,GENDER,GENF,,,,
2018,2018,TX,Texas,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.1,4.1,,,3.7,4.6,Gender,Female,,,,,,48,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF,,,,
2012,2012,NV,Nevada,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,,32,MTH,MTH2_0,CRDPREV,RACE,OTH,,,,
2016,2016,KS,Kansas,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.6,3.6,,,2.7,4.6,Race/Ethnicity,"Black, non-Hispanic",,,,,,20,MTH,MTH1_0,AGEADJMEAN,RACE,BLK,,,,
2012,2012,NY,New York,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,19.6,19.6,,,13.1,28.2,Race/Ethnicity,Hispanic,,,,,,36,MTH,MTH2_0,CRDPREV,RACE,HIS,,,,
2012,2012,AK,Alaska,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.1,3.1,,,2.8,3.5,Overall,Overall,,,,,,2,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
2012,2012,WY,Wyoming,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,,56,MTH,MTH1_0,AGEADJMEAN,RACE,BLK,,,,
2014,2014,AR,Arkansas,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.7,3.7,,,3.1,4.3,Gender,Male,,,,,,5,MTH,MTH1_0,MEAN,GENDER,GENM,,,,
2012,2012,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,,,-,No data available,,,Race/Ethnicity,Hispanic,,,,,,38,MTH,MTH1_0,MEAN,RACE,HIS,,,,
2015,2015,AR,Arkansas,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,2.7,2.7,,,1.2,4.2,Race/Ethnicity,Hispanic,,,,,,5,MTH,MTH1_0,AGEADJMEAN,RACE,HIS,,,,
2015,2015,OK,Oklahoma,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.3,4.3,,,3.3,5.4,Race/Ethnicity,"Other, non-Hispanic",,,,,,40,MTH,MTH1_0,MEAN,RACE,OTH,,,,
2016,2016,RI,Rhode Island,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,10,10,,,6.1,13.8,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,44,MTH,MTH1_0,AGEADJMEAN,RACE,MRC,,,,
2015,2015,MO,Missouri,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,7.8,7.8,,,5.2,10.4,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,29,MTH,MTH1_0,AGEADJMEAN,RACE,MRC,,,,
2013,2013,OK,Oklahoma,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.3,4.3,,,4.1,4.6,Overall,Overall,,,,,,40,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
2019,2019,CO,Colorado,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.3,3.3,,,2.4,4.2,Race/Ethnicity,"Other, non-Hispanic",,,,,,8,MTH,MTH1_0,MEAN,RACE,OTH,,,,
2013,2013,NV,Nevada,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.2,4.2,,,2.7,5.6,Race/Ethnicity,"Black, non-Hispanic",,,,,,32,MTH,MTH1_0,MEAN,RACE,BLK,,,,
2016,2016,NE,Nebraska,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,11.2,11.2,,,9.7,13,Race/Ethnicity,"White, non-Hispanic",,,,,,31,MTH,MTH2_0,CRDPREV,RACE,WHT,,,,
2012,2012,CO,Colorado,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.7,3.7,,,2.6,4.7,Race/Ethnicity,"Other, non-Hispanic",,,,,,8,MTH,MTH1_0,AGEADJMEAN,RACE,OTH,,,,
2018,2018,AK,Alaska,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,2.8,2.8,,,1.5,4.2,Race/Ethnicity,Hispanic,,,,,,2,MTH,MTH1_0,MEAN,RACE,HIS,,,,
2019,2019,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.6,4.6,,,4,5.2,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,15,MTH,MTH1_0,MEAN,RACE,MRC,,,,
2016,2016,VI,Virgin Islands,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,2.4,2.4,,,1.2,3.7,Race/Ethnicity,Hispanic,,,,,,78,MTH,MTH1_0,MEAN,RACE,HIS,,,,
2019,2019,WA,Washington,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.4,4.4,,,4.2,4.6,Overall,Overall,,,,,,53,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
2012,2012,NC,North Carolina,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,37,MTH,MTH2_0,CRDPREV,RACE,MRC,,,,
2014,2014,VA,Virginia,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,12.6,12.6,,,9.9,16,Race/Ethnicity,"White, non-Hispanic",,,,,,51,MTH,MTH2_0,CRDPREV,RACE,WHT,,,,
2017,2017,MA,Massachusetts,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.9,3.9,,,3.5,4.2,Race/Ethnicity,"White, non-Hispanic",,,,,,25,MTH,MTH1_0,MEAN,RACE,WHT,,,,
2013,2013,ID,Idaho,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,6.2,6.2,,,3.6,8.8,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,16,MTH,MTH1_0,AGEADJMEAN,RACE,MRC,,,,
2012,2012,ND,North Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,,38,MTH,MTH2_0,CRDPREV,RACE,BLK,,,,
2013,2013,PA,Pennsylvania,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.5,4.5,,,4.2,4.8,Gender,Female,,,,,,42,MTH,MTH1_0,MEAN,GENDER,GENF,,,,
2017,2017,AK,Alaska,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.9,3.9,,,3.2,4.5,Gender,Female,,,,,,2,MTH,MTH1_0,MEAN,GENDER,GENF,,,,
2018,2018,MO,Missouri,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.5,4.5,,,4.1,4.9,Race/Ethnicity,"White, non-Hispanic",,,,,,29,MTH,MTH1_0,AGEADJMEAN,RACE,WHT,,,,
2013,2013,WV,West Virginia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,5.2,5.2,,,4.8,5.6,Gender,Female,,,,,,54,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF,,,,
2016,2016,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,,15,MTH,MTH1_0,AGEADJMEAN,RACE,BLK,,,,
2016,2016,LA,Louisiana,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.1,4.1,,,3.6,4.6,Race/Ethnicity,"White, non-Hispanic",,,,,,22,MTH,MTH1_0,AGEADJMEAN,RACE,WHT,,,,
2019,2019,UT,Utah,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,,49,MTH,MTH2_0,CRDPREV,RACE,BLK,,,,
2012,2012,NM,New Mexico,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,,,-,No data available,,,Race/Ethnicity,Hispanic,,,,,,35,MTH,MTH1_0,MEAN,RACE,HIS,,,,
2013,2013,AK,Alaska,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,2.3,2.3,,,1.9,2.7,Gender,Male,,,,,,2,MTH,MTH1_0,AGEADJMEAN,GENDER,GENM,,,,
2018,2018,FL,Florida,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.5,3.5,,,3.1,3.9,Gender,Male,,,,,,12,MTH,MTH1_0,MEAN,GENDER,GENM,,,,
2016,2016,VA,Virginia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.1,3.1,,,2.3,3.8,Race/Ethnicity,Hispanic,,,,,,51,MTH,MTH1_0,MEAN,RACE,HIS,,,,
2018,2018,LA,Louisiana,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.8,4.8,,,4.1,5.4,Race/Ethnicity,"Black, non-Hispanic",,,,,,22,MTH,MTH1_0,AGEADJMEAN,RACE,BLK,,,,
2016,2016,PA,Pennsylvania,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,,42,MTH,MTH2_0,CRDPREV,RACE,OTH,,,,
2019,2019,RI,Rhode Island,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.4,4.4,,,4.1,4.8,Overall,Overall,,,,,,44,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
2019,2019,ID,Idaho,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4,4,,,2.9,5.2,Race/Ethnicity,Hispanic,,,,,,16,MTH,MTH1_0,AGEADJMEAN,RACE,HIS,,,,
2017,2017,MI,Michigan,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.3,4.3,,,4.1,4.6,Race/Ethnicity,"White, non-Hispanic",,,,,,26,MTH,MTH1_0,AGEADJMEAN,RACE,WHT,,,,
2019,2019,GU,Guam,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,,66,MTH,MTH2_0,CRDPREV,RACE,HIS,,,,
2017,2017,AZ,Arizona,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,5.7,5.7,,,4.1,7.3,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,4,MTH,MTH1_0,MEAN,RACE,MRC,,,,
2012,2012,KY,Kentucky,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,5.7,5.7,,,5.3,6.1,Gender,Female,,,,,,21,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF,,,,
2014,2014,IA,Iowa,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.2,3.2,,,1.6,4.8,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,19,MTH,MTH1_0,MEAN,RACE,MRC,,,,
2018,2018,NH,New Hampshire,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,,33,MTH,MTH2_0,CRDPREV,RACE,OTH,,,,
2012,2012,NJ,New Jersey,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,11.2,11.2,,,9.1,13.8,Race/Ethnicity,"White, non-Hispanic",,,,,,34,MTH,MTH2_0,CRDPREV,RACE,WHT,,,,
2018,2018,MS,Mississippi,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,5.2,5.2,,,4.8,5.7,Gender,Female,,,,,,28,MTH,MTH1_0,MEAN,GENDER,GENF,,,,
2019,2019,NJ,New Jersey,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,-,No data available,,,Race/Ethnicity,"Black, non-Hispanic",,,,,,34,MTH,MTH2_0,CRDPREV,RACE,BLK,,,,
2016,2016,NY,New York,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.8,3.8,,,2.7,4.8,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,36,MTH,MTH1_0,MEAN,RACE,MRC,,,,
2017,2017,FL,Florida,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,31,31,,,16.1,51.2,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,12,MTH,MTH2_0,CRDPREV,RACE,MRC,,,,
2016,2016,FL,Florida,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,2.3,2.3,,,1.7,2.9,Race/Ethnicity,"Other, non-Hispanic",,,,,,12,MTH,MTH1_0,MEAN,RACE,OTH,,,,
2017,2017,PA,Pennsylvania,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,5.1,5.1,,,3.8,6.5,Race/Ethnicity,Hispanic,,,,,,42,MTH,MTH1_0,AGEADJMEAN,RACE,HIS,,,,
2019,2019,UT,Utah,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4,4,,,1.9,6.1,Race/Ethnicity,"Black, non-Hispanic",,,,,,49,MTH,MTH1_0,MEAN,RACE,BLK,,,,
2017,2017,ME,Maine,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,18.3,18.3,,,15.2,22,Overall,Overall,,,,,,23,MTH,MTH2_0,CRDPREV,OVERALL,OVR,,,,
2018,2018,DE,Delaware,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.6,4.6,,,4.1,5.1,Race/Ethnicity,"White, non-Hispanic",,,,,,10,MTH,MTH1_0,AGEADJMEAN,RACE,WHT,,,,
2018,2018,MA,Massachusetts,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,,25,MTH,MTH2_0,CRDPREV,RACE,OTH,,,,
2016,2016,MD,Maryland,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,5.1,5.1,,,3.6,6.6,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,24,MTH,MTH1_0,AGEADJMEAN,RACE,MRC,,,,
2019,2019,ME,Maine,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,23,MTH,MTH2_0,CRDPREV,RACE,MRC,,,,
2014,2014,LA,Louisiana,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.1,4.1,,,3.7,4.4,Race/Ethnicity,"White, non-Hispanic",,,,,,22,MTH,MTH1_0,AGEADJMEAN,RACE,WHT,,,,
2017,2017,FL,Florida,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,16.3,16.3,,,13.5,19.7,Overall,Overall,,,,,,12,MTH,MTH2_0,CRDPREV,OVERALL,OVR,,,,
2017,2017,KY,Kentucky,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,18.2,18.2,,,15.9,20.8,Race/Ethnicity,"White, non-Hispanic",,,,,,21,MTH,MTH2_0,CRDPREV,RACE,WHT,,,,
2012,2012,TX,Texas,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,13.8,13.8,,,8.7,21.2,Race/Ethnicity,"Black, non-Hispanic",,,,,,48,MTH,MTH2_0,CRDPREV,RACE,BLK,,,,
2015,2015,VT,Vermont,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.6,3.6,,,3.3,3.9,Race/Ethnicity,"White, non-Hispanic",,,,,,50,MTH,MTH1_0,AGEADJMEAN,RACE,WHT,,,,
2014,2014,VA,Virginia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.1,3.1,,,2.5,3.7,Race/Ethnicity,"Black, non-Hispanic",,,,,,51,MTH,MTH1_0,AGEADJMEAN,RACE,BLK,,,,
2014,2014,VI,Virgin Islands,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,,,-,No data available,,,Race/Ethnicity,"Other, non-Hispanic",,,,,,78,MTH,MTH1_0,AGEADJMEAN,RACE,OTH,,,,
2011,2011,NH,New Hampshire,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.1,4.1,,,3.8,4.4,Overall,Overall,,,,,,33,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
2011,2011,CT,Connecticut,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.3,3.3,,,2.9,3.8,Gender,Male,,,,,,9,MTH,MTH1_0,AGEADJMEAN,GENDER,GENM,,,,
2018,2018,AZ,Arizona,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,5.5,5.5,,,3.6,7.4,Race/Ethnicity,"Black, non-Hispanic",,,,,,4,MTH,MTH1_0,AGEADJMEAN,RACE,BLK,,,,
2012,2012,CO,Colorado,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.5,3.5,,,3.3,3.7,Overall,Overall,,,,,,8,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
2019,2019,SC,South Carolina,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,,45,MTH,MTH2_0,CRDPREV,RACE,HIS,,,,
2013,2013,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,,47,MTH,MTH1_0,MEAN,RACE,HIS,,,,
2014,2014,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,,46,MTH,MTH1_0,AGEADJMEAN,RACE,BLK,,,,
2014,2014,PR,Puerto Rico,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,12.2,12.2,,,10.2,14.6,Race/Ethnicity,Hispanic,,,,,,72,MTH,MTH2_0,CRDPREV,RACE,HIS,,,,
2012,2012,AZ,Arizona,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.3,4.3,,,2.5,6,Race/Ethnicity,"Black, non-Hispanic",,,,,,4,MTH,MTH1_0,AGEADJMEAN,RACE,BLK,,,,
2019,2019,IN,Indiana,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.8,4.8,,,4.5,5,Overall,Overall,,,,,,18,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
2013,2013,CO,Colorado,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.6,3.6,,,2.6,4.6,Race/Ethnicity,"Other, non-Hispanic",,,,,,8,MTH,MTH1_0,MEAN,RACE,OTH,,,,
2019,2019,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,6.3,6.3,,,4.1,8.5,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,47,MTH,MTH1_0,MEAN,RACE,MRC,,,,
2012,2012,WI,Wisconsin,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.7,3.7,,,3.4,4.1,Overall,Overall,,,,,,55,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
2012,2012,WV,West Virginia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,,,-,No data available,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,54,MTH,MTH1_0,MEAN,RACE,MRC,,,,
2014,2014,OR,Oregon,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,,41,MTH,MTH1_0,AGEADJMEAN,RACE,BLK,,,,
2018,2018,DE,Delaware,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.7,4.7,,,4.2,5.2,Gender,Female,,,,,,10,MTH,MTH1_0,MEAN,GENDER,GENF,,,,
2012,2012,ME,Maine,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,,23,MTH,MTH2_0,CRDPREV,RACE,HIS,,,,
2012,2012,IL,Illinois,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.7,3.7,,,2.7,4.7,Race/Ethnicity,Hispanic,,,,,,17,MTH,MTH1_0,AGEADJMEAN,RACE,HIS,,,,
2018,2018,NV,Nevada,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,6.3,6.3,,,3.9,8.6,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,32,MTH,MTH1_0,MEAN,RACE,MRC,,,,
2019,2019,RI,Rhode Island,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,16.6,16.6,,,13.4,20.4,Race/Ethnicity,"White, non-Hispanic",,,,,,44,MTH,MTH2_0,CRDPREV,RACE,WHT,,,,
2014,2014,DC,District of Columbia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,5.1,5.1,,,2.7,7.6,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,11,MTH,MTH1_0,AGEADJMEAN,RACE,MRC,,,,
2019,2019,FL,Florida,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.5,3.5,,,2.3,4.7,Race/Ethnicity,"Other, non-Hispanic",,,,,,12,MTH,MTH1_0,MEAN,RACE,OTH,,,,
2019,2019,NJ,New Jersey,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,,,-,No data available,,,Race/Ethnicity,Hispanic,,,,,,34,MTH,MTH1_0,MEAN,RACE,HIS,,,,
2011,2011,MI,Michigan,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,26,MTH,MTH2_0,CRDPREV,RACE,MRC,,,,
2019,2019,UT,Utah,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.4,4.4,,,4.2,4.6,Overall,Overall,,,,,,49,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
2017,2017,NH,New Hampshire,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,,33,MTH,MTH1_0,AGEADJMEAN,RACE,BLK,,,,
2016,2016,ME,Maine,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.1,4.1,,,3.8,4.3,Overall,Overall,,,,,,23,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
2018,2018,GU,Guam,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,,66,MTH,MTH1_0,AGEADJMEAN,RACE,BLK,,,,
